N,N_over_sample_expression,T,checker_absolute_difference,condition_number,d,error_over_sigma2_dk_over_NT,eta1,eta2,exact_rip_delta,factor,factor_value,final_parameter_error,final_relative_squared_error,first_hit_iteration,independent_final_error,initial_parameter_error,initial_relative_squared_error,k,permuted_task_control,route,sample_expression_without_hidden_constant,seed,sigma,sigma2_dk_over_NT,sigma_1_M_star,sigma_k_M_star,truth_factor_balance_residual
800,4.73484848484848,16,0.0,1.0000000000000007,512,1.0086945740566537,0.04999999999999999,0.19999999999999996,0.0,k,8,0.01291129054792517,0.025822581095850346,136,0.01291129054792517,0.4999977320379058,0.9999954640758121,8,False,rate,168.96000000000018,8303,0.2,0.012800000000000002,1.0000000000000002,0.9999999999999996,1.8891139591591142e-15
800,4.734848484848481,16,1.734723475976807e-18,1.0000000000000004,512,1.0226270352441373,0.05,0.2,0.0,k,8,0.01308962605112496,0.026179252102249934,143,0.013089626051124962,0.500001399007883,1.0000027980157664,8,False,rate,168.96000000000015,8304,0.2,0.012800000000000002,1.0,0.9999999999999997,1.6043232651941547e-15
800,4.734848484848482,16,5.204170427930421e-18,1.0000000000000007,512,1.0355813422958287,0.04999999999999998,0.19999999999999993,0.0,k,8,0.01325544118138661,0.026510882362773214,146,0.013255441181386616,0.49999867729428105,0.999997354588562,8,False,rate,168.96000000000012,8305,0.2,0.012800000000000002,1.0000000000000004,0.9999999999999998,1.8143089764010275e-15
800,4.734848484848482,16,3.469446951953614e-18,1.0000000000000004,512,0.997513658522168,0.04999999999999999,0.19999999999999996,0.0,k,8,0.012768174829083753,0.0255363496581675,143,0.012768174829083757,0.4999989635963882,0.9999979271927762,8,False,rate,168.96000000000012,8306,0.2,0.012800000000000002,1.0000000000000002,0.9999999999999998,1.2551325977276685e-15
800,9.615384615384608,8,3.469446951953614e-18,1.0000000000000007,512,1.0815716203369017,0.04999999999999998,0.19999999999999993,0.0,T,8,0.013844116740312343,0.027688233480624675,144,0.01384411674031234,0.5000001103680741,1.0000002207361487,4,False,rate,83.20000000000006,8301,0.2,0.012800000000000002,1.0000000000000004,0.9999999999999998,1.4244531303348738e-15
800,9.615384615384613,8,5.204170427930421e-18,1.0000000000000002,512,0.985412202410383,0.04999999999999999,0.19999999999999996,0.0,T,8,0.012613276190852904,0.025226552381705816,158,0.012613276190852899,0.5000003959196408,1.000000791839282,4,False,rate,83.20000000000002,8302,0.2,0.012800000000000002,1.0000000000000002,1.0,1.289770966604459e-15
800,9.615384615384613,8,1.734723475976807e-18,1.0000000000000002,512,1.1023423320714825,0.04999999999999999,0.19999999999999996,0.0,T,8,0.014109981850514977,0.028219963701029947,145,0.014109981850514975,0.49999862883605156,0.9999972576721032,4,False,rate,83.20000000000002,8303,0.2,0.012800000000000002,1.0000000000000002,1.0,9.441816461902767e-16
800,9.615384615384613,8,1.734723475976807e-18,1.0000000000000004,512,1.017396782757029,0.04999999999999998,0.19999999999999993,0.0,T,8,0.013022678819289974,0.02604535763857995,141,0.013022678819289972,0.4999988633427889,0.9999977266855783,4,False,rate,83.20000000000002,8304,0.2,0.012800000000000002,1.0000000000000004,1.0,1.0560523669039699e-15
800,9.615384615384611,8,5.204170427930421e-18,1.0000000000000007,512,0.9725474268022932,0.04999999999999998,0.19999999999999993,0.0,T,8,0.012448607063069356,0.02489721412613873,141,0.012448607063069361,0.5000005684616204,1.0000011369232409,4,False,rate,83.20000000000003,8305,0.2,0.012800000000000002,1.0000000000000004,0.9999999999999999,1.2184268533965851e-15
800,9.615384615384608,8,3.469446951953614e-18,1.0000000000000004,512,0.9535162197370108,0.04999999999999999,0.19999999999999996,0.0,T,8,0.012205007612633741,0.024410015225267482,169,0.012205007612633744,0.49999705879615775,0.9999941175923156,4,False,rate,83.20000000000006,8306,0.2,0.012800000000000002,1.0000000000000002,0.9999999999999998,8.675471878967596e-16
